,rent,location,bedroom,bathroom,toilet,parking
371,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
372,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
373,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
374,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
375,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
376,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
377,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
378,10500000, Off Bishop Oluwole Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
379,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
380,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
381,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
382,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
385,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
386,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
387,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
388,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
389,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
390,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
391,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
392,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
393,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
394,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
395,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
396,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
397,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
398,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
399,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
400,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
401,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
402,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
403,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
406,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
407,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
408,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
409,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
410,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
411,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
412,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
413,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
414,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
415,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
416,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
417,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
418,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
419,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
420,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
421,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
422,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
423,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
424,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
427,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
428,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
429,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
430,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
431,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
432,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
433,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
434,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
435,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
436,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
437,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
438,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
439,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
440,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
441,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
442,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
443,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
444,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
445,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
448,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
449,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
450,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
451,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
452,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
453,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
454,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
455,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
456,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
457,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
458,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
459,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
460,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
461,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
462,8500000, Ladipo Bateye Street Ikeja GRA Ikeja Lagos,5.0,5.0,6.0,4.0
463,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
464,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
465,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
466,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
469,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
470,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
471,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
472,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
473,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
474,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
475,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
476,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
477,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
478,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
479,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
480,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
481,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
482,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
483,10500000, Off Bishop Oluwole Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
484,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
485,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
486,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
487,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
490,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
491,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
492,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
493,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
494,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
495,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
496,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
497,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
498,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
499,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
500,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
501,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
502,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
503,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
504,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
505,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
506,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
507,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
508,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
511,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
512,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
513,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
514,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
515,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
516,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
517,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
518,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
519,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
520,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
521,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
522,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
523,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
524,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
525,8500000, Ladipo Bateye Street Ikeja GRA Ikeja Lagos,5.0,5.0,6.0,4.0
526,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
527,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
528,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
529,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
532,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
533,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
534,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
535,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
536,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
537,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
538,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
539,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
540,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
541,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
542,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
543,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
544,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
545,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
547,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
548,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
549,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
550,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
553,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
554,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
555,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
556,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
557,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
558,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
559,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
560,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
561,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
562,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
563,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
564,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
565,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
566,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
567,16100000, Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
568,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
569,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
570,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
571,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
574,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
575,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
576,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
577,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
578,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
579,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
580,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
581,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
582,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
583,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
584,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
585,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
586,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
587,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
588,4500000, Conservation Road Lekki Lagos,4.0,4.0,5.0,3.0
589,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
590,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
591,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
592,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
595,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
596,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
597,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
598,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
599,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
600,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
601,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
602,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
603,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
604,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
605,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
606,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
607,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
608,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
609,10500000, Off Bishop Oluwole Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
610,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
611,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
612,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
613,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
616,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
617,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
618,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
619,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
620,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
621,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
622,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
623,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
624,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
625,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
626,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
627,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
628,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
629,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
630,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
631,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
632,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
633,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
634,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
637,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
638,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
639,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
640,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
641,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
642,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
643,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
644,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
645,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
646,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
647,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
648,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
649,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
650,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
651,16100000, Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
652,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
653,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
654,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
655,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
658,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
659,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
660,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
661,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
662,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
663,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
664,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
665,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
666,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
667,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
668,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
669,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
670,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
671,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
672,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
673,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
674,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
675,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
676,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
679,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
680,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
681,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
682,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
683,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
684,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
685,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
686,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
687,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
688,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
689,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
690,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
691,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
692,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
693,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
694,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
695,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
696,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
697,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
700,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
701,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
702,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
703,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
704,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
705,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
706,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
707,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
708,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
709,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
710,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
711,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
712,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
713,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
714,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
715,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
716,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
717,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
718,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
721,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
722,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
723,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
724,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
725,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
726,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
727,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
728,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
729,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
730,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
731,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
732,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
733,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
734,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
735,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
736,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
737,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
